map,date,ft_pick,ft_score,st_score,ft_link,st_link,ft_round_1_win,ft_round_2_win,ft_round_3_win,ft_round_4_win,ft_round_5_win,ft_round_6_win,ft_round_7_win,ft_round_8_win,ft_round_9_win,ft_round_10_win,ft_round_11_win,ft_round_12_win,ft_round_13_win,ft_round_14_win,ft_round_15_win,ft_round_16_win,ft_round_17_win,ft_round_18_win,ft_round_19_win,ft_round_20_win,ft_round_21_win,ft_round_22_win,ft_round_23_win,ft_round_24_win,ft_round_25_win,ft_round_26_win,ft_round_27_win,ft_round_28_win,ft_round_29_win,ft_round_30_win,match_id,isBoOne,match_num,ft_Maps played,ft_Win Rate,ft_Total kills,ft_Total deaths,ft_Rounds played,ft_K/D Ratio,ft_age,ft_mp_Times played,ft_mp_Total rounds played,ft_mp_Rounds won,ft_mp_Win percent,ft_mp_Pistol rounds,ft_mp_Pistol rounds won,ft_mp_Pistol round win percent,ft_pl_KAST,ft_pl_Impact,ft_pl_ADR,ft_pl_KPR,ft_pl_Total kills,ft_pl_Headshot %,ft_pl_Total deaths,ft_pl_K/D Ratio,ft_pl_Damage / Round,ft_pl_Grenade dmg / Round,ft_pl_Maps played,ft_pl_Rounds played,ft_pl_Kills / round,ft_pl_Assists / round,ft_pl_Deaths / round,ft_pl_Saved by teammate / round,ft_pl_Saved teammates / round,ft_pl_Rating 2.0,ft_pl_Total opening kills,ft_pl_Total opening deaths,ft_pl_Opening kill ratio,ft_pl_Opening kill rating,ft_pl_Team win percent after first kill,ft_pl_First kill in won rounds,ft_pl_0 kill rounds,ft_pl_1 kill rounds,ft_pl_2 kill rounds,ft_pl_3 kill rounds,ft_pl_4 kill rounds,ft_pl_5 kill rounds,ft_pl_Rifle kills,ft_pl_Sniper kills,ft_pl_SMG kills,ft_pl_Pistol kills,ft_pl_Grenade,ft_pl_Other,ft_pl_players_in_team,st_Maps played,st_Win Rate,st_Total kills,st_Total deaths,st_Rounds played,st_K/D Ratio,st_age,st_mp_Times played,st_mp_Total rounds played,st_mp_Rounds won,st_mp_Win percent,st_mp_Pistol rounds,st_mp_Pistol rounds won,st_mp_Pistol round win percent,st_pl_KAST,st_pl_Impact,st_pl_ADR,st_pl_KPR,st_pl_Total kills,st_pl_Headshot %,st_pl_Total deaths,st_pl_K/D Ratio,st_pl_Damage / Round,st_pl_Grenade dmg / Round,st_pl_Maps played,st_pl_Rounds played,st_pl_Kills / round,st_pl_Assists / round,st_pl_Deaths / round,st_pl_Saved by teammate / round,st_pl_Saved teammates / round,st_pl_Rating 2.0,st_pl_Total opening kills,st_pl_Total opening deaths,st_pl_Opening kill ratio,st_pl_Opening kill rating,st_pl_Team win percent after first kill,st_pl_First kill in won rounds,st_pl_0 kill rounds,st_pl_1 kill rounds,st_pl_2 kill rounds,st_pl_3 kill rounds,st_pl_4 kill rounds,st_pl_5 kill rounds,st_pl_Rifle kills,st_pl_Sniper kills,st_pl_SMG kills,st_pl_Pistol kills,st_pl_Grenade,st_pl_Other,st_pl_players_in_team
Train,2019-03-31,1,12,16,/stats/teams/4411/NiP,/stats/teams/7533/North,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,83612,0,2,34.0,0.47058823529411764,2881.0,2942.0,873.0,0.98,24,8.0,204.0,104.0,62.5,16.0,8.0,50.0,68.82000000000001,1.048,75.48,0.682,812.2,47.22,789.4,1.008,75.48,3.78,45.2,1175.4,0.682,0.13,0.6759999999999999,0.09,0.092,1.044,117.6,118.8,0.942,0.984,71.46,14.3,634.0,333.0,156.2,42.4,9.4,0.4,577.6,38.6,46.0,138.8,10.6,1.6,5,41.0,0.5609756097560976,3701.0,3586.0,1115.0,1.03,24,6.0,157.0,84.0,66.7,12.0,6.0,50.0,70.39999999999999,1.0699999999999998,75.82000000000001,0.7,748.0,46.34,691.6,1.0899999999999999,75.82000000000001,4.06,39.4,1069.2,0.7,0.118,0.648,0.088,0.10400000000000001,1.0879999999999999,108.8,101.2,1.166,1.02,74.08,15.24,568.0,312.2,141.4,38.8,7.4,1.4,509.4,74.0,26.6,119.6,12.0,8.2,5
Mirage,2019-03-31,0,16,12,/stats/teams/4411/NiP,/stats/teams/7533/North,0,0,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,1,1,0,0,83614,0,3,34.0,0.47058823529411764,2881.0,2942.0,873.0,0.98,24,8.0,200.0,109.0,62.5,16.0,9.0,56.2,68.82000000000001,1.048,75.48,0.682,812.2,47.22,789.4,1.008,75.48,3.78,45.2,1175.4,0.682,0.13,0.6759999999999999,0.09,0.092,1.044,117.6,118.8,0.942,0.984,71.46,14.3,634.0,333.0,156.2,42.4,9.4,0.4,577.6,38.6,46.0,138.8,10.6,1.6,5,41.0,0.5609756097560976,3701.0,3586.0,1115.0,1.03,24,7.0,179.0,96.0,71.4,14.0,9.0,64.3,70.39999999999999,1.0699999999999998,75.82000000000001,0.7,748.0,46.34,691.6,1.0899999999999999,75.82000000000001,4.06,39.4,1069.2,0.7,0.118,0.648,0.088,0.10400000000000001,1.0879999999999999,108.8,101.2,1.166,1.02,74.08,15.24,568.0,312.2,141.4,38.8,7.4,1.4,509.4,74.0,26.6,119.6,12.0,8.2,5
Overpass,2019-04-02,0,16,13,/stats/teams/4411/NiP,/stats/teams/7606/ViCi,1,1,1,1,1,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,1,1,1,1,0,1,0,83736,0,1,40.0,0.475,3395.0,3513.0,1035.0,0.97,24,7.0,180.0,89.0,42.9,14.0,7.0,50.0,68.47999999999999,1.03,75.34,0.6759999999999999,895.6,47.92,881.4,1.0,75.34,3.6399999999999997,50.0,1305.0,0.6759999999999999,0.128,0.6799999999999999,0.09,0.094,1.034,127.6,134.8,0.9079999999999998,0.968,71.84,14.040000000000001,706.0,371.4,170.0,46.8,10.2,0.6,636.6,42.2,49.8,154.6,11.2,2.2,5,51.0,0.5294117647058824,4504.0,4514.0,1353.0,1.0,24,9.0,215.0,111.0,55.6,18.0,10.0,55.6,68.74000000000001,1.04,74.24000000000001,0.6719999999999999,688.4,45.98,719.2,1.002,74.24000000000001,4.4,40.6,1073.8,0.6719999999999999,0.128,0.6719999999999999,0.11000000000000001,0.088,1.0399999999999998,109.0,108.6,1.186,0.986,74.48,14.12,608.2,299.2,122.4,32.8,10.0,1.2,418.4,108.8,51.0,102.6,6.4,2.8,5
Train,2019-04-02,1,16,13,/stats/teams/4411/NiP,/stats/teams/7606/ViCi,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,1,1,1,0,1,1,1,1,1,0,0,0,0,1,0,83739,0,2,40.0,0.475,3395.0,3513.0,1035.0,0.97,24,9.0,232.0,116.0,55.6,18.0,10.0,55.6,68.47999999999999,1.03,75.34,0.6759999999999999,895.6,47.92,881.4,1.0,75.34,3.6399999999999997,50.0,1305.0,0.6759999999999999,0.128,0.6799999999999999,0.09,0.094,1.034,127.6,134.8,0.9079999999999998,0.968,71.84,14.040000000000001,706.0,371.4,170.0,46.8,10.2,0.6,636.6,42.2,49.8,154.6,11.2,2.2,5,51.0,0.5294117647058824,4504.0,4514.0,1353.0,1.0,24,9.0,228.0,99.0,33.3,18.0,7.0,38.9,68.74000000000001,1.04,74.24000000000001,0.6719999999999999,688.4,45.98,719.2,1.002,74.24000000000001,4.4,40.6,1073.8,0.6719999999999999,0.128,0.6719999999999999,0.11000000000000001,0.088,1.0399999999999998,109.0,108.6,1.186,0.986,74.48,14.12,608.2,299.2,122.4,32.8,10.0,1.2,418.4,108.8,51.0,102.6,6.4,2.8,5
Mirage,2019-04-03,1,12,16,/stats/teams/4411/NiP,/stats/teams/7020/Spirit,1,1,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,83789,0,1,42.0,0.5,3608.0,3686.0,1093.0,0.98,24,10.0,248.0,129.0,60.0,20.0,11.0,55.0,68.96,1.036,75.72,0.6799999999999999,931.2,48.1,909.2,1.012,75.72,3.6199999999999997,51.6,1351.4,0.6799999999999999,0.13,0.674,0.09,0.096,1.04,131.8,140.2,0.9059999999999999,0.968,72.12,14.020000000000001,729.6,384.8,176.6,49.0,10.8,0.6,662.6,43.6,53.4,159.4,11.4,2.2,5,64.0,0.515625,5936.0,5747.0,1745.0,1.03,24,17.0,484.0,247.0,58.8,34.0,17.0,50.0,69.47999999999999,1.034,73.76,0.674,1115.4,47.2,1089.2,1.016,73.76,4.84,60.8,1641.0,0.674,0.124,0.6639999999999999,0.10399999999999998,0.1,1.048,159.6,159.8,1.002,0.99,72.68,14.319999999999999,883.4,490.2,192.4,61.0,12.6,1.4,682.2,168.0,66.4,174.0,14.6,12.8,5
Dust2,2019-04-03,0,16,7,/stats/teams/4411/NiP,/stats/teams/7020/Spirit,1,1,0,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,83790,0,2,42.0,0.5,3608.0,3686.0,1093.0,0.98,24,4.0,111.0,58.0,50.0,8.0,3.0,37.5,68.96,1.036,75.72,0.6799999999999999,931.2,48.1,909.2,1.012,75.72,3.6199999999999997,51.6,1351.4,0.6799999999999999,0.13,0.674,0.09,0.096,1.04,131.8,140.2,0.9059999999999999,0.968,72.12,14.020000000000001,729.6,384.8,176.6,49.0,10.8,0.6,662.6,43.6,53.4,159.4,11.4,2.2,5,64.0,0.515625,5936.0,5747.0,1745.0,1.03,24,11.0,275.0,135.0,45.5,22.0,12.0,54.5,69.47999999999999,1.034,73.76,0.674,1115.4,47.2,1089.2,1.016,73.76,4.84,60.8,1641.0,0.674,0.124,0.6639999999999999,0.10399999999999998,0.1,1.048,159.6,159.8,1.002,0.99,72.68,14.319999999999999,883.4,490.2,192.4,61.0,12.6,1.4,682.2,168.0,66.4,174.0,14.6,12.8,5
Nuke,2019-04-03,0,16,14,/stats/teams/4411/NiP,/stats/teams/7020/Spirit,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,0,0,0,0,1,83791,0,3,42.0,0.5,3608.0,3686.0,1093.0,0.98,24,4.0,112.0,52.0,50.0,8.0,6.0,75.0,68.96,1.036,75.72,0.6799999999999999,931.2,48.1,909.2,1.012,75.72,3.6199999999999997,51.6,1351.4,0.6799999999999999,0.13,0.674,0.09,0.096,1.04,131.8,140.2,0.9059999999999999,0.968,72.12,14.020000000000001,729.6,384.8,176.6,49.0,10.8,0.6,662.6,43.6,53.4,159.4,11.4,2.2,5,64.0,0.515625,5936.0,5747.0,1745.0,1.03,24,10.0,277.0,135.0,40.0,20.0,13.0,65.0,69.47999999999999,1.034,73.76,0.674,1115.4,47.2,1089.2,1.016,73.76,4.84,60.8,1641.0,0.674,0.124,0.6639999999999999,0.10399999999999998,0.1,1.048,159.6,159.8,1.002,0.99,72.68,14.319999999999999,883.4,490.2,192.4,61.0,12.6,1.4,682.2,168.0,66.4,174.0,14.6,12.8,5
Mirage,2019-04-05,1,16,11,/stats/teams/6211/Renegades,/stats/teams/4411/NiP,1,1,0,1,1,0,1,1,0,1,1,0,0,1,1,1,1,0,0,0,1,0,0,0,1,1,1,0,0,0,83848,0,1,31.0,0.7096774193548387,2736.0,2628.0,821.0,1.04,24,7.0,210.0,113.0,85.7,14.0,7.0,50.0,70.88,1.052,73.58,0.666,547.2,44.88,525.6,1.042,73.58,4.359999999999999,31.0,821.0,0.666,0.134,0.642,0.11000000000000001,0.10999999999999999,1.0699999999999998,80.4,83.4,0.9719999999999999,0.986,78.74,14.580000000000002,459.4,227.0,92.2,35.0,6.2,1.2,363.2,65.2,19.4,89.6,7.6,2.6,5,45.0,0.5111111111111111,3889.0,3944.0,1174.0,0.99,24,11.0,276.0,141.0,54.5,22.0,12.0,54.5,69.12,1.042,75.98,0.682,977.6,48.36,951.8,1.016,75.98,3.66,54.0,1416.2,0.682,0.128,0.674,0.09,0.094,1.048,138.6,147.0,0.9179999999999999,0.97,72.66,14.14,763.8,403.2,185.6,51.8,11.2,0.6,692.8,44.8,59.4,168.0,12.0,2.2,5
Dust2,2019-04-05,0,16,5,/stats/teams/6211/Renegades,/stats/teams/4411/NiP,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,83849,0,2,31.0,0.7096774193548387,2736.0,2628.0,821.0,1.04,24,4.0,99.0,49.0,50.0,8.0,3.0,37.5,70.88,1.052,73.58,0.666,547.2,44.88,525.6,1.042,73.58,4.359999999999999,31.0,821.0,0.666,0.134,0.642,0.11000000000000001,0.10999999999999999,1.0699999999999998,80.4,83.4,0.9719999999999999,0.986,78.74,14.580000000000002,459.4,227.0,92.2,35.0,6.2,1.2,363.2,65.2,19.4,89.6,7.6,2.6,5,45.0,0.5111111111111111,3889.0,3944.0,1174.0,0.99,24,5.0,134.0,74.0,60.0,10.0,5.0,50.0,69.12,1.042,75.98,0.682,977.6,48.36,951.8,1.016,75.98,3.66,54.0,1416.2,0.682,0.128,0.674,0.09,0.094,1.048,138.6,147.0,0.9179999999999999,0.97,72.66,14.14,763.8,403.2,185.6,51.8,11.2,0.6,692.8,44.8,59.4,168.0,12.0,2.2,5
Nuke,2019-04-16,0,16,11,/stats/teams/4411/NiP,/stats/teams/7175/Heroic,1,1,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,0,0,84519,0,1,47.0,0.48936170212765956,4010.0,4135.0,1222.0,0.97,24,5.0,142.0,68.0,60.0,10.0,8.0,80.0,68.54,1.036,75.88000000000001,0.6799999999999999,992.8,48.44,973.2,1.0059999999999998,75.88000000000001,3.6800000000000006,54.8,1440.4,0.6799999999999999,0.128,0.6799999999999999,0.09,0.092,1.042,140.6,153.0,0.8959999999999999,0.9640000000000001,72.69999999999999,14.16,777.0,410.2,189.4,52.0,11.2,0.6,704.0,45.4,61.2,168.6,12.6,2.6,5,54.0,0.5925925925925926,5057.0,4613.0,1446.0,1.1,24,9.0,231.0,135.0,77.8,18.0,9.0,50.0,71.7,1.076,77.4,0.708,1037.2,45.06,939.0,1.0819999999999999,77.4,5.44,54.2,1426.2,0.708,0.14200000000000002,0.654,0.10999999999999999,0.096,1.098,155.8,146.8,1.092,1.028,73.62,14.74,737.6,429.8,183.2,62.4,12.2,1.0,749.8,60.2,52.0,148.6,17.8,11.2,5
Train,2019-04-16,1,17,19,/stats/teams/4411/NiP,/stats/teams/7175/Heroic,0,1,0,0,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,1,0,84523,0,2,47.0,0.48936170212765956,4010.0,4135.0,1222.0,0.97,24,10.0,261.0,132.0,60.0,20.0,11.0,55.0,68.54,1.036,75.88000000000001,0.6799999999999999,992.8,48.44,973.2,1.0059999999999998,75.88000000000001,3.6800000000000006,54.8,1440.4,0.6799999999999999,0.128,0.6799999999999999,0.09,0.092,1.042,140.6,153.0,0.8959999999999999,0.9640000000000001,72.69999999999999,14.16,777.0,410.2,189.4,52.0,11.2,0.6,704.0,45.4,61.2,168.6,12.6,2.6,5,54.0,0.5925925925925926,5057.0,4613.0,1446.0,1.1,24,2.0,48.0,16.0,0.0,4.0,1.0,25.0,71.7,1.076,77.4,0.708,1037.2,45.06,939.0,1.0819999999999999,77.4,5.44,54.2,1426.2,0.708,0.14200000000000002,0.654,0.10999999999999999,0.096,1.098,155.8,146.8,1.092,1.028,73.62,14.74,737.6,429.8,183.2,62.4,12.2,1.0,749.8,60.2,52.0,148.6,17.8,11.2,5
Mirage,2019-04-16,0,16,10,/stats/teams/4411/NiP,/stats/teams/7175/Heroic,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,84526,0,3,47.0,0.48936170212765956,4010.0,4135.0,1222.0,0.97,24,12.0,303.0,152.0,50.0,24.0,12.0,50.0,68.54,1.036,75.88000000000001,0.6799999999999999,992.8,48.44,973.2,1.0059999999999998,75.88000000000001,3.6800000000000006,54.8,1440.4,0.6799999999999999,0.128,0.6799999999999999,0.09,0.092,1.042,140.6,153.0,0.8959999999999999,0.9640000000000001,72.69999999999999,14.16,777.0,410.2,189.4,52.0,11.2,0.6,704.0,45.4,61.2,168.6,12.6,2.6,5,54.0,0.5925925925925926,5057.0,4613.0,1446.0,1.1,24,13.0,351.0,185.0,53.8,26.0,17.0,65.4,71.7,1.076,77.4,0.708,1037.2,45.06,939.0,1.0819999999999999,77.4,5.44,54.2,1426.2,0.708,0.14200000000000002,0.654,0.10999999999999999,0.096,1.098,155.8,146.8,1.092,1.028,73.62,14.74,737.6,429.8,183.2,62.4,12.2,1.0,749.8,60.2,52.0,148.6,17.8,11.2,5
Mirage,2019-04-17,0,13,16,/stats/teams/4411/NiP,/stats/teams/9862/devils.one,0,1,1,1,0,0,0,0,1,1,0,0,1,0,1,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,84563,0,1,50.0,0.5,4331.0,4441.0,1311.0,0.98,24,13.0,329.0,168.0,53.8,26.0,12.0,46.2,68.6,1.05,76.16,0.6860000000000002,1038.8,48.54,1015.6,1.012,76.16,3.7,56.8,1501.0,0.6860000000000002,0.13,0.6759999999999999,0.09,0.092,1.0459999999999998,147.0,158.8,0.9119999999999999,0.9680000000000002,73.22,14.24,808.6,427.8,196.4,55.2,12.4,0.6,735.8,51.4,62.0,175.4,13.2,2.6,5,31.0,0.6451612903225806,2868.0,2684.0,821.0,1.07,24,8.0,216.0,121.0,62.5,16.0,11.0,68.8,71.0,1.06,75.92,0.6940000000000001,757.8,46.36,714.0,1.0619999999999998,75.92,4.659999999999999,41.0,1091.0,0.6940000000000001,0.132,0.654,0.09400000000000001,0.09200000000000001,1.082,111.8,105.6,1.08,1.016,74.82,14.580000000000002,571.2,335.6,137.0,41.0,5.8,0.4,496.8,91.4,31.0,118.2,13.6,8.4,5
Overpass,2019-04-17,1,16,10,/stats/teams/4411/NiP,/stats/teams/9862/devils.one,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,84565,0,2,50.0,0.5,4331.0,4441.0,1311.0,0.98,24,8.0,209.0,105.0,50.0,16.0,8.0,50.0,68.6,1.05,76.16,0.6860000000000002,1038.8,48.54,1015.6,1.012,76.16,3.7,56.8,1501.0,0.6860000000000002,0.13,0.6759999999999999,0.09,0.092,1.0459999999999998,147.0,158.8,0.9119999999999999,0.9680000000000002,73.22,14.24,808.6,427.8,196.4,55.2,12.4,0.6,735.8,51.4,62.0,175.4,13.2,2.6,5,31.0,0.6451612903225806,2868.0,2684.0,821.0,1.07,24,3.0,83.0,45.0,66.7,6.0,5.0,83.3,71.0,1.06,75.92,0.6940000000000001,757.8,46.36,714.0,1.0619999999999998,75.92,4.659999999999999,41.0,1091.0,0.6940000000000001,0.132,0.654,0.09400000000000001,0.09200000000000001,1.082,111.8,105.6,1.08,1.016,74.82,14.580000000000002,571.2,335.6,137.0,41.0,5.8,0.4,496.8,91.4,31.0,118.2,13.6,8.4,5
Nuke,2019-04-17,0,17,19,/stats/teams/4411/NiP,/stats/teams/9862/devils.one,1,0,0,0,0,0,1,0,0,1,1,1,0,1,0,1,1,0,1,0,1,0,1,1,1,1,1,0,0,0,84566,0,3,50.0,0.5,4331.0,4441.0,1311.0,0.98,24,6.0,169.0,84.0,66.7,12.0,9.0,75.0,68.6,1.05,76.16,0.6860000000000002,1038.8,48.54,1015.6,1.012,76.16,3.7,56.8,1501.0,0.6860000000000002,0.13,0.6759999999999999,0.09,0.092,1.0459999999999998,147.0,158.8,0.9119999999999999,0.9680000000000002,73.22,14.24,808.6,427.8,196.4,55.2,12.4,0.6,735.8,51.4,62.0,175.4,13.2,2.6,5,31.0,0.6451612903225806,2868.0,2684.0,821.0,1.07,24,3.0,83.0,48.0,100.0,6.0,4.0,66.7,71.0,1.06,75.92,0.6940000000000001,757.8,46.36,714.0,1.0619999999999998,75.92,4.659999999999999,41.0,1091.0,0.6940000000000001,0.132,0.654,0.09400000000000001,0.09200000000000001,1.082,111.8,105.6,1.08,1.016,74.82,14.580000000000002,571.2,335.6,137.0,41.0,5.8,0.4,496.8,91.4,31.0,118.2,13.6,8.4,5
Mirage,2019-04-18,0,16,14,/stats/teams/6667/FaZe,/stats/teams/4411/NiP,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,84630,0,1,58.0,0.543859649122807,5145.0,4863.0,1518.0,1.06,24,10.0,257.0,125.0,40.0,20.0,11.0,55.0,68.56,1.066,73.94000000000001,0.682,887.6,45.9,820.8,1.06,73.94000000000001,3.7800000000000002,48.8,1278.0,0.682,0.11400000000000002,0.646,0.078,0.08200000000000002,1.0619999999999998,142.8,123.2,1.1400000000000001,1.052,73.18,15.62,685.0,374.2,158.8,45.8,12.6,1.6,521.6,180.2,36.0,141.0,10.0,1.0,5,53.0,0.49056603773584906,4638.0,4747.0,1402.0,0.98,24,14.0,358.0,181.0,50.0,28.0,13.0,46.4,68.8,1.046,76.19999999999999,0.682,1076.2,48.2,1056.2,1.01,76.19999999999999,3.66,58.8,1561.2,0.682,0.128,0.6759999999999999,0.09,0.092,1.0459999999999998,153.2,164.2,0.9239999999999998,0.9739999999999999,73.61999999999999,14.4,841.8,445.8,204.2,56.2,12.6,0.6,761.4,54.6,65.6,180.6,13.0,2.6,5
Dust2,2019-04-18,1,16,4,/stats/teams/6667/FaZe,/stats/teams/4411/NiP,1,1,1,1,1,0,1,1,1,0,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,84639,0,2,58.0,0.543859649122807,5145.0,4863.0,1518.0,1.06,24,11.0,301.0,167.0,72.7,22.0,9.0,40.9,68.56,1.066,73.94000000000001,0.682,887.6,45.9,820.8,1.06,73.94000000000001,3.7800000000000002,48.8,1278.0,0.682,0.11400000000000002,0.646,0.078,0.08200000000000002,1.0619999999999998,142.8,123.2,1.1400000000000001,1.052,73.18,15.62,685.0,374.2,158.8,45.8,12.6,1.6,521.6,180.2,36.0,141.0,10.0,1.0,5,53.0,0.49056603773584906,4638.0,4747.0,1402.0,0.98,24,6.0,155.0,79.0,50.0,12.0,6.0,50.0,68.8,1.046,76.19999999999999,0.682,1076.2,48.2,1056.2,1.01,76.19999999999999,3.66,58.8,1561.2,0.682,0.128,0.6759999999999999,0.09,0.092,1.0459999999999998,153.2,164.2,0.9239999999999998,0.9739999999999999,73.61999999999999,14.4,841.8,445.8,204.2,56.2,12.6,0.6,761.4,54.6,65.6,180.6,13.0,2.6,5
Nuke,2019-04-30,0,16,13,/stats/teams/4411/NiP,/stats/teams/7106/eUnited,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,85197,1,1,55.0,0.4727272727272727,4776.0,4938.0,1452.0,0.97,24,7.0,205.0,101.0,57.1,14.0,11.0,78.6,68.44000000000001,1.038,75.84,0.68,1099.4,48.12,1092.8,1.0,75.84,3.7400000000000007,60.6,1608.0,0.68,0.13,0.6799999999999999,0.088,0.09,1.038,157.0,168.0,0.924,0.974,73.7,14.460000000000003,871.2,458.6,207.6,57.4,12.6,0.6,776.4,57.0,66.2,185.2,13.6,2.6,5,48.0,0.5833333333333334,4365.0,4205.0,1287.0,1.04,24,6.0,154.0,78.0,66.7,12.0,4.0,33.3,71.44000000000001,1.056,75.24000000000001,0.692,891.2,44.019999999999996,828.6,1.0799999999999998,75.24000000000001,4.119999999999999,48.4,1285.2,0.692,0.122,0.646,0.1,0.10200000000000001,1.0859999999999999,131.0,122.0,1.116,1.018,72.64,14.059999999999999,676.8,384.6,172.8,43.6,6.8,0.6,558.6,140.8,50.4,129.2,11.4,4.0,5
Nuke,2019-04-30,1,16,4,/stats/teams/4411/NiP,/stats/teams/6211/Renegades,1,1,1,0,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,85208,0,1,55.0,0.4727272727272727,4776.0,4938.0,1452.0,0.97,24,7.0,205.0,101.0,57.1,14.0,11.0,78.6,68.44000000000001,1.038,75.84,0.68,1099.4,48.12,1092.8,1.0,75.84,3.7400000000000007,60.6,1608.0,0.68,0.13,0.6799999999999999,0.088,0.09,1.038,157.0,168.0,0.924,0.974,73.7,14.460000000000003,871.2,458.6,207.6,57.4,12.6,0.6,776.4,57.0,66.2,185.2,13.6,2.6,5,34.0,0.6470588235294118,2884.0,2849.0,874.0,1.01,24,2.0,48.0,25.0,50.0,4.0,3.0,75.0,69.5,1.0479999999999998,72.42,0.658,545.8,46.459999999999994,537.6,1.016,72.42,4.0,32.2,829.0,0.658,0.132,0.648,0.10600000000000001,0.10599999999999998,1.05,80.4,82.4,0.998,0.99,75.25999999999999,14.34,464.6,229.8,96.6,30.6,6.0,1.4,365.0,59.8,21.8,92.8,6.2,1.4,5
Mirage,2019-04-30,0,16,12,/stats/teams/4411/NiP,/stats/teams/6211/Renegades,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,85213,0,2,55.0,0.4727272727272727,4776.0,4938.0,1452.0,0.97,24,15.0,388.0,195.0,46.7,30.0,15.0,50.0,68.44000000000001,1.038,75.84,0.68,1099.4,48.12,1092.8,1.0,75.84,3.7400000000000007,60.6,1608.0,0.68,0.13,0.6799999999999999,0.088,0.09,1.038,157.0,168.0,0.924,0.974,73.7,14.460000000000003,871.2,458.6,207.6,57.4,12.6,0.6,776.4,57.0,66.2,185.2,13.6,2.6,5,34.0,0.6470588235294118,2884.0,2849.0,874.0,1.01,24,9.0,253.0,140.0,88.9,18.0,13.0,72.2,69.5,1.0479999999999998,72.42,0.658,545.8,46.459999999999994,537.6,1.016,72.42,4.0,32.2,829.0,0.658,0.132,0.648,0.10600000000000001,0.10599999999999998,1.05,80.4,82.4,0.998,0.99,75.25999999999999,14.34,464.6,229.8,96.6,30.6,6.0,1.4,365.0,59.8,21.8,92.8,6.2,1.4,5
Nuke,2019-05-11,0,4,16,/stats/teams/4411/NiP,/stats/teams/4949/Giants,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85726,1,1,65.0,0.47692307692307695,5776.0,5938.0,1746.0,0.97,24,11.0,302.0,160.0,63.6,22.0,16.0,72.7,68.26,1.038,75.8,0.6799999999999999,1187.0,47.8,1192.0,1.0,75.8,3.7800000000000002,65.2,1750.0,0.6799999999999999,0.128,0.6799999999999999,0.088,0.09,1.038,168.0,183.6,0.9179999999999999,0.974,73.17999999999999,14.34,953.2,499.4,218.8,65.2,12.6,0.8,834.8,69.6,70.4,195.4,15.0,3.0,5,32.0,0.40625,2794.0,2993.0,853.0,0.93,24,8.0,220.0,103.0,37.5,16.0,8.0,50.0,71.06,1.146,77.53999999999999,0.708,401.4,48.54,399.4,1.0059999999999998,77.53999999999999,5.0200000000000005,21.2,569.2,0.708,0.154,0.708,0.11200000000000002,0.118,1.08,67.0,63.0,1.036,1.096,73.88,19.419999999999998,299.6,169.6,72.6,23.4,3.6,0.4,242.2,61.2,23.8,70.0,4.6,0.6,5
